полете	полет	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
конкуренции	конкуренция	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
идеологических	идеологический	ADJ	Case=Gen|Degree=Pos|Number=Plur
врача	врач	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
всевозможных	всевозможный	ADJ	Case=Gen|Degree=Pos|Number=Plur
планировал	планировать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
интервью	интервью	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
интервью	интервью	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
интервью	интервью	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
интервью	интервью	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
чудеса	чудо	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
расширяется	расширяться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
Где-то	где-то	ADV	Degree=Pos
заложены	заложить	VERB	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
совместных	совместный	ADJ	Case=Gen|Degree=Pos|Number=Plur
совместных	совместный	ADJ	Case=Loc|Degree=Pos|Number=Plur
телефон	телефон	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
телефон	телефон	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
университетам	университет	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur
сталкиваются	сталкиваться	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
прошлую	прошлый	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
удерживать	удерживать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
соотношения	соотношение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
основу	основа	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
уважения	уважение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
шпиономанией	шпиономания	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
перемена	перемена	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
ложь	ложь	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
чемпионат	чемпионат	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
чемпионат	чемпионат	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
человеческим	человеческий	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
физически	физически	ADV	Degree=Pos
в.	век	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
стражи	стража	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
Явлинский	Явлинский	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
городские	городской	ADJ	Case=Nom|Degree=Pos|Number=Plur
городские	городской	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
линз	линза	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
осваивать	осваивать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
каковы	каков	ADJ	Degree=Pos|Number=Plur|Variant=Short
удовольствием	удовольствие	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
органично	органично	ADV	Degree=Pos
садился	садиться	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
друзья	друг	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
хватало	хватать	VERB	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
купли	купля	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
наказать	наказать	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
юридических	юридический	ADJ	Case=Gen|Degree=Pos|Number=Plur
1967	1967	NUM	_
бизнесменов	бизнесмен	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
бизнесменов	бизнесмен	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur
займет	занять	VERB	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act
способствовало	способствовать	VERB	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
передать	передать	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
обмена	обмен	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
планируется	планировать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass
силовых	силовой	ADJ	Case=Gen|Degree=Pos|Number=Plur
лабораторией	лаборатория	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
детстве	детство	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
национальной	национальный	ADJ	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
национальной	национальный	ADJ	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
национальной	национальный	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
Формула	формула	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
Формула	Формула	PROPN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
активное	активный	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
описано	описать	VERB	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
абонентов	абонент	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
оказался	оказаться	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
хозяин	хозяин	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
инвестиционных	инвестиционный	ADJ	Case=Gen|Degree=Pos|Number=Plur
разработках	разработка	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur
любим	любить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act
узнав	узнать	VERB	Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act
вашем	ваш	DET	Case=Loc|Gender=Masc|Number=Sing
клубах	клуб	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
Менее	менее	ADV	Degree=Cmp
комментирует	комментировать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
выданы	выдать	VERB	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
выросло	вырасти	VERB	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
получается	получаться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
крыло	крыло	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
крыло	крыло	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
извините	извинить	VERB	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act
соседних	соседний	ADJ	Case=Gen|Degree=Pos|Number=Plur
соседних	соседний	ADJ	Case=Loc|Degree=Pos|Number=Plur
увеличением	увеличение	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
принципы	принцип	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
принципы	принцип	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
обычного	обычный	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
обычного	обычный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
фактах	факт	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
Как	как	ADV	Degree=Pos
Как	как	SCONJ	_
мешать	мешать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
чай	чай	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
чай	чай	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
надежности	надежность	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
надежности	надежность	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
разочарования	разочарование	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
рыночных	рыночный	ADJ	Case=Loc|Degree=Pos|Number=Plur
рыночных	рыночный	ADJ	Case=Gen|Degree=Pos|Number=Plur
совокупность	совокупность	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
совокупность	совокупность	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
очистить	очистить	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
спешат	спешить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
флагом	флаг	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
волосами	волос	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur
каких-то	какой-то	DET	Case=Gen|Number=Plur
каких-то	какой-то	DET	Case=Loc|Number=Plur
объявил	объявить	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
покупать	покупать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
Работал	работать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
1963	1963	NUM	_
ветром	ветер	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
породила	породить	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
предлагали	предлагать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
страшного	страшный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
дано	дать	VERB	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
фундамент	фундамент	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
угрозами	угроза	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
формально	формально	ADV	Degree=Pos
Вооруженных	вооруженный	ADJ	Case=Gen|Degree=Pos|Number=Plur
Вооруженных	вооружить	VERB	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass
вариант	вариант	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
вариант	вариант	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
Корее	Корея	PROPN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
Репин	Репин	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
помещений	помещение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
доходов	доход	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
Русская	русский	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
итальянский	итальянский	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
прочитать	прочесть	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
покупатель	покупатель	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
сильные	сильный	ADJ	Case=Nom|Degree=Pos|Number=Plur
сильные	сильный	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
волну	волна	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
смех	смех	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
Богу	Бог	PROPN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing
урока	урок	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
высоте	высота	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
высоте	высота	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
уверенным	уверенный	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
топливно	топливный	ADJ	Degree=Pos
зарплат	зарплата	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
телескопов	телескоп	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
депутатам	депутат	NOUN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
потребность	потребность	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
потребность	потребность	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
равнодушно	равнодушно	ADV	Degree=Pos
угроза	угроза	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
школьные	школьный	ADJ	Case=Nom|Degree=Pos|Number=Plur
штрафа	штраф	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
пожар	пожар	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
круга	круг	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
больницу	больница	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
факта	факт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
девушки	девушка	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur
девушки	девушка	NOUN	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
Прогноз	прогноз	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
директоров	директор	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
ГОСДУМЫ	ГОСДУМА	PROPN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
Исследователи	исследователь	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
выигрывают	выигрывать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
вопреки	вопреки	ADP	_
возможна	возможный	ADJ	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short
собирал	собирать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
командованием	командование	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
занимали	занимать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
Израиле	Израиль	PROPN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
ноябре	ноябрь	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
обратная	обратный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
посредством	посредством	ADP	_
длина	длина	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
прекрасная	прекрасный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
синдром	синдром	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
Марса	Марс	PROPN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
преемника	преемник	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
Universal	Universal	PROPN	Foreign=Yes
телевизора	телевизор	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
мягкий	мягкий	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
мягкий	мягкий	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
начинаем	начинать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act
Петр	Петр	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
Ясно	ясный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
структур	структура	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
присутствовал	присутствовать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
электричество	электричество	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
электричество	электричество	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
появление	появление	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
появление	появление	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
Нетрудно	нетрудный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
применить	применить	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
частях	часть	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur
пишу	писать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act
функционируют	функционировать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
коллег	коллега	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur
коллег	коллега	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur
автоматизации	автоматизация	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
посмотрела	смотреть	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
социальный	социальный	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
социальный	социальный	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
возможных	возможный	ADJ	Case=Gen|Degree=Pos|Number=Plur
возможных	возможный	ADJ	Case=Loc|Degree=Pos|Number=Plur
этапах	этап	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
выставку	выставка	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
заявить	заявить	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
обладать	обладать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
Грузии	Грузия	PROPN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
Грузии	Грузия	PROPN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing
Грузии	Грузия	PROPN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
теракта	теракт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
эфир	эфир	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
важно	важный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
важно	важно	ADV	Degree=Pos
визита	визит	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
следующих	следующий	ADJ	Case=Loc|Degree=Pos|Number=Plur
следующих	следующий	ADJ	Case=Gen|Degree=Pos|Number=Plur
священника	священник	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
популярном	популярный	ADJ	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
Советские	советский	ADJ	Case=Nom|Degree=Pos|Number=Plur
Попытки	попытка	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
Говорят	говорить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
нового	новый	ADJ	Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
нового	новый	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
нового	новый	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
признается	признавать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass
оплаты	оплата	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
очередной	очередной	ADJ	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
очередной	очередной	ADJ	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
очередной	очередной	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
Допустим	допустить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act
единого	единый	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
единого	единый	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
технологий	технология	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
занятиях	занятие	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
обещают	обещать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
раз	раз	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
раз	раз	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
раз	раз	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
раз	раз	SCONJ	_
прямо	прямо	PART	_
прямо	прямо	ADV	Degree=Pos
напряжение	напряжение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
напряжение	напряжение	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
близки	близкий	ADJ	Degree=Pos|Number=Plur|Variant=Short
определение	определение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
определение	определение	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
Российский	российский	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
эффективность	эффективность	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
эффективность	эффективность	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
нехватка	нехватка	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
болидов	болид	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
пожалел	жалеть	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
триллиона	триллион	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
подумать	подумать	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
вагонов	вагон	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
поры	пора	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
везли	везти	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
Вильгельм	Вильгельм	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
лингвист	лингвист	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
отверстий	отверстие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
первым	первый	ADJ	Case=Dat|Degree=Pos|Number=Plur
первым	первый	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
первым	первый	ADJ	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
источниках	источник	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
жил	жить	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
Ответить	ответить	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
заплакал	заплакать	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
юристы	юрист	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
Наступает	наступать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
плите	плита	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
театре	театр	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
лозунгом	лозунг	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
штраф	штраф	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
сценарии	сценарий	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
выдвигают	выдвигать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
допустимых	допустимый	ADJ	Case=Gen|Degree=Pos|Number=Plur
толщиной	толщина	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
фильтры	фильтр	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
фильтры	фильтр	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
устанавливаются	устанавливать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass
многолетнего	многолетний	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
выручки	выручка	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
жизнью	жизнь	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
государственными	государственный	ADJ	Case=Ins|Degree=Pos|Number=Plur
доказана	доказать	VERB	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
Минюст	Минюст	PROPN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
ионы	ион	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
ионы	ион	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
царит	царить	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
оппонентами	оппонент	NOUN	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur
мэр	мэр	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
металлургических	металлургический	ADJ	Case=Gen|Degree=Pos|Number=Plur
светило	светить	VERB	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
английскому	английский	ADJ	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing
построили	строить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
важнейших	важный	ADJ	Case=Gen|Degree=Sup|Number=Plur
небольшая	небольшой	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
Свобода	свобода	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
АТИК	атик	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
уничтожения	уничтожение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
учреждениях	учреждение	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
Знаешь	знать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act
функционирования	функционирование	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
середины	середина	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
Кабул	Кабул	PROPN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
погасить	гасить	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
стратегически	стратегически	ADV	Degree=Pos
заработная	заработный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
содержать	содержать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
православные	православный	ADJ	Case=Nom|Degree=Pos|Number=Plur
